,0
29848,0.11026615969581749
29849,0.13793103448275862
29850,0.10116407982261641
29851,0.17315436241610738
29852,0.10116407982261641
29853,0.10116407982261641
29854,0.10116407982261641
29855,0.14575411913814962
29856,0.10116407982261641
29857,0.12997444322745533
29858,0.10116407982261641
29859,0.09350104821802933
29860,0.14575411913814962
29861,0.10116407982261641
29862,0.07507288629737607
29863,0.12997444322745533
29864,0.10116407982261641
29865,0.17618384401114204
29866,0.10116407982261641
29867,0.10116407982261641
29868,0.1571072319201995
29869,0.14575411913814962
29870,0.10927960927960928
29871,0.10116407982261641
29872,0.10927960927960928
29873,0.10116407982261641
29874,0.10116407982261641
29875,0.13793103448275862
29876,0.12997444322745533
29877,0.10116407982261641
29878,0.10116407982261641
29879,0.10116407982261641
29880,0.10116407982261641
29881,0.17315436241610738
29882,0.10116407982261641
29883,0.12997444322745533
29884,0.06638526477359939
29885,0.10116407982261641
29886,0.10116407982261641
29887,0.17618384401114204
29888,0.10116407982261641
29889,0.10116407982261641
29890,0.10927960927960928
29891,0.12997444322745533
29892,0.10116407982261641
29893,0.10116407982261641
29894,0.12997444322745533
29895,0.14575411913814962
29896,0.12997444322745533
29897,0.10116407982261641
29898,0.10116407982261641
29899,0.10116407982261641
29900,0.10927960927960928
29901,0.10116407982261641
29902,0.10116407982261641
29903,0.12997444322745533
29904,0.10116407982261641
29905,0.14575411913814962
29906,0.10116407982261641
29907,0.10116407982261641
29908,0.10116407982261641
29909,0.14575411913814962
29910,0.14575411913814962
29911,0.12997444322745533
29912,0.06638526477359939
29913,0.06638526477359939
29914,0.07462686567164178
29915,0.06102533559353094
29916,0.06102533559353094
29917,0.08441033925686592
29918,0.06102533559353094
29919,0.07507288629737607
29920,0.07507288629737607
29921,0.08441033925686592
29922,0.06638526477359939
29923,0.06102533559353094
29924,0.06102533559353094
29925,0.08441033925686592
29926,0.07507288629737607
29927,0.06638526477359939
29928,0.06894519740718914
29929,0.09350104821802933
29930,0.07507288629737607
29931,0.06894519740718914
29932,0.07507288629737607
29933,0.06102533559353094
29934,0.08441033925686592
29935,0.06102533559353094
29936,0.06638526477359939
29937,0.06102533559353094
29938,0.07507288629737607
29939,0.06102533559353094
29940,0.07462686567164178
29941,0.07122507122507123
29942,0.06638526477359939
29943,0.08441033925686592
29944,0.07122507122507123
29945,0.07507288629737607
29946,0.06102533559353094
29947,0.06102533559353094
29948,0.06102533559353094
29949,0.06102533559353094
29950,0.06102533559353094
29951,0.08441033925686592
29952,0.06638526477359939
29953,0.10116407982261641
29954,0.10116407982261641
29955,0.07507288629737607
29956,0.08441033925686592
29957,0.09350104821802933
29958,0.06102533559353094
29959,0.06638526477359939
29960,0.08441033925686592
29961,0.07507288629737607
29962,0.06102533559353094
29963,0.06894519740718914
29964,0.06102533559353094
29965,0.06102533559353094
29966,0.06638526477359939
29967,0.06894519740718914
29968,0.06102533559353094
29969,0.06638526477359939
29970,0.06102533559353094
29971,0.07462686567164178
29972,0.08441033925686592
29973,0.06102533559353094
29974,0.07507288629737607
29975,0.07122507122507123
29976,0.06638526477359939
29977,0.08441033925686592
29978,0.06102533559353094
29979,0.08441033925686592
29980,0.06102533559353094
29981,0.06638526477359939
29982,0.06102533559353094
29983,0.06638526477359939
29984,0.06638526477359939
29985,0.06102533559353094
29986,0.07122507122507123
29987,0.10116407982261641
29988,0.06102533559353094
29989,0.059895833333333336
29990,0.06102533559353094
29991,0.06894519740718914
29992,0.07122507122507123
29993,0.08441033925686592
29994,0.08441033925686592
29995,0.07507288629737607
29996,0.07507288629737607
29997,0.06102533559353094
29998,0.06102533559353094
29999,0.06102533559353094
30000,0.06102533559353094
30001,0.08441033925686592
30002,0.06638526477359939
30003,0.06406406406406406
30004,0.06102533559353094
30005,0.09350104821802933
30006,0.059895833333333336
30007,0.06102533559353094
30008,0.07507288629737607
30009,0.07507288629737607
30010,0.059895833333333336
30011,0.06638526477359939
30012,0.06102533559353094
30013,0.06638526477359939
30014,0.07507288629737607
30015,0.06102533559353094
30016,0.06638526477359939
30017,0.07122507122507123
30018,0.06102533559353094
30019,0.08441033925686592
30020,0.06102533559353094
30021,0.10116407982261641
30022,0.06638526477359939
30023,0.06102533559353094
30024,0.06638526477359939
30025,0.06638526477359939
30026,0.06638526477359939
30027,0.06638526477359939
30028,0.06102533559353094
30029,0.07507288629737607
30030,0.09350104821802933
30031,0.06102533559353094
30032,0.07507288629737607
30033,0.08441033925686592
30034,0.06102533559353094
30035,0.06102533559353094
30036,0.06406406406406406
30037,0.08441033925686592
30038,0.06638526477359939
30039,0.07507288629737607
30040,0.06102533559353094
30041,0.06638526477359939
30042,0.06102533559353094
30043,0.07507288629737607
30044,0.06406406406406406
30045,0.06406406406406406
30046,0.07507288629737607
30047,0.08441033925686592
30048,0.09350104821802933
30049,0.06638526477359939
30050,0.06102533559353094
30051,0.06638526477359939
30052,0.06102533559353094
30053,0.06638526477359939
30054,0.06102533559353094
30055,0.06102533559353094
30056,0.07122507122507123
30057,0.10116407982261641
30058,0.06638526477359939
30059,0.06102533559353094
30060,0.08441033925686592
30061,0.06638526477359939
30062,0.07507288629737607
30063,0.06894519740718914
30064,0.06894519740718914
30065,0.06102533559353094
30066,0.06102533559353094
30067,0.06638526477359939
30068,0.10116407982261641
30069,0.07507288629737607
30070,0.06102533559353094
30071,0.07462686567164178
30072,0.08441033925686592
30073,0.06638526477359939
30074,0.06102533559353094
30075,0.06102533559353094
30076,0.06102533559353094
30077,0.07507288629737607
30078,0.06102533559353094
30079,0.08441033925686592
30080,0.06638526477359939
30081,0.07122507122507123
30082,0.06894519740718914
30083,0.06638526477359939
30084,0.08441033925686592
30085,0.06102533559353094
30086,0.06102533559353094
30087,0.07462686567164178
30088,0.08441033925686592
30089,0.06102533559353094
30090,0.06894519740718914
30091,0.06102533559353094
30092,0.06638526477359939
30093,0.07507288629737607
30094,0.06638526477359939
30095,0.06102533559353094
30096,0.06638526477359939
30097,0.06102533559353094
30098,0.06102533559353094
30099,0.07507288629737607
30100,0.06638526477359939
30101,0.06102533559353094
30102,0.07122507122507123
30103,0.08441033925686592
30104,0.06102533559353094
30105,0.07122507122507123
30106,0.06102533559353094
30107,0.06987577639751553
30108,0.07507288629737607
30109,0.06638526477359939
30110,0.06102533559353094
30111,0.06638526477359939
30112,0.08441033925686592
30113,0.06894519740718914
30114,0.08441033925686592
30115,0.06638526477359939
30116,0.06102533559353094
30117,0.06102533559353094
30118,0.06102533559353094
30119,0.08441033925686592
30120,0.09350104821802933
30121,0.07507288629737607
30122,0.07507288629737607
30123,0.10116407982261641
30124,0.06102533559353094
30125,0.06102533559353094
30126,0.06102533559353094
30127,0.07122507122507123
30128,0.06406406406406406
30129,0.06638526477359939
30130,0.09350104821802933
30131,0.07507288629737607
30132,0.06102533559353094
30133,0.07507288629737607
30134,0.07122507122507123
30135,0.06102533559353094
30136,0.07122507122507123
30137,0.06102533559353094
30138,0.06102533559353094
30139,0.06102533559353094
30140,0.06638526477359939
30141,0.06894519740718914
30142,0.07507288629737607
30143,0.06102533559353094
30144,0.06102533559353094
30145,0.06102533559353094
30146,0.06102533559353094
30147,0.06406406406406406
30148,0.06638526477359939
30149,0.06102533559353094
30150,0.08441033925686592
30151,0.06102533559353094
30152,0.06102533559353094
30153,0.06638526477359939
30154,0.07462686567164178
30155,0.06102533559353094
30156,0.06102533559353094
30157,0.06638526477359939
30158,0.07507288629737607
30159,0.06102533559353094
30160,0.07507288629737607
30161,0.07507288629737607
30162,0.06638526477359939
30163,0.06894519740718914
30164,0.07507288629737607
30165,0.10116407982261641
